Num_acc,Conditions Atmosphériques,Etat Surface,Catégorie Route,Vitesse Maximale Autorisée,Nombre Véhicules Impliqués,Nombre Usagers Impliqués,Date,Conditions Lumineuses,Type Collision
2608,Normal,,Voie Communale,30.0,2.0,3.0,2022-01-12 08:23:07,Nuit,
2609,Normal,Sec,Route Départementale,70.0,,,2022-01-17 00:42:59,Nuit,Par le coté
2610,Normal,,,70.0,,5.0,2022-01-13 04:47:55,,
2611,Normal,Sec,Voie Communale,,2.0,,2022-01-11 07:02:09,Nuit,Par le coté
2612,Pluie,Mouillé,Voie Communale,30.0,2.0,3.0,2022-01-03 14:10:30,Jour,Par l'arrière
2613,,Sec,Voie Communale,,2.0,,2022-01-16 12:34:30,Jour,Par l'arrière
2614,,Sec,,30.0,1.0,,2022-01-21 21:47:05,Nuit,Autre
2615,,Mouillé,Voie Communale,,,1.0,2022-01-07 18:21:35,Nuit,Autre
2616,,Sec,Autoroute,,1.0,1.0,2022-01-17 22:46:47,Nuit,Autre
2617,Normal,Sec,Route Départementale,,2.0,,2022-01-31 08:07:47,Nuit,Par le coté
2618,Normal,Sec,Voie Communale,30.0,,2.0,2022-01-15 20:17:23,,
2619,Normal,Sec,,30.0,2.0,3.0,2022-01-01 19:31:32,Nuit,Par le coté
2620,,Sec,Voie Communale,,2.0,3.0,2022-01-27 21:48:17,,Par le coté
2621,,Sec,,30.0,1.0,2.0,2022-01-20 19:51:33,Nuit,Autre
2622,,Sec,Voie Communale,30.0,2.0,2.0,2022-01-05 01:09:35,Nuit,Par le coté
2623,Normal,,Autoroute,130.0,,,2022-01-05 02:18:52,Nuit,Par le coté
2624,Pluie,,Voie Communale,,2.0,,2022-01-03 12:14:24,Jour,Par le coté
2625,Pluie,,Route Nationale,90.0,2.0,3.0,2022-01-09 05:52:01,Nuit,Par le coté
2626,,Sec,Voie Communale,,1.0,,2022-01-23 01:26:10,Nuit,Autre
2627,Pluie,,Route Départementale,,2.0,2.0,2022-01-19 17:10:05,Jour,Par le coté
2628,Normal,Sec,Voie Communale,30.0,,2.0,2022-01-27 12:30:45,Jour,Par le coté
2629,Normal,Sec,,70.0,3.0,7.0,2022-01-30 12:39:03,Jour,Autre
2630,Normal,,Voie Communale,,2.0,4.0,2022-01-14 23:59:25,,Par l'arrière
2631,Normal,Sec,Route Départementale,,2.0,8.0,2022-01-14 04:44:21,Nuit,Frontale
2632,,Sec,Route Départementale,,2.0,2.0,2022-01-06 12:51:30,,Par le coté
2633,,Sec,Voie Communale,,3.0,6.0,2022-01-14 07:11:22,Nuit,
2634,Normal,,,70.0,,2.0,2022-01-15 13:50:19,Jour,Autre
2635,Normal,Sec,,130.0,2.0,,2022-01-06 01:13:52,Nuit,Par le coté
2636,,Sec,,30.0,1.0,,2022-01-06 23:08:03,,
2637,Pluie,Mouillé,,90.0,,2.0,2022-01-09 10:41:19,,Par le coté
2638,,Sec,Voie Communale,30.0,,1.0,2022-01-12 23:07:21,,
2639,Normal,Sec,,70.0,,2.0,2022-01-01 12:22:35,Jour,Par le coté
2640,Normal,Sec,Voie Communale,,,,2022-01-13 00:15:47,Nuit,Autre
2641,,Sec,,70.0,2.0,3.0,2022-01-27 14:27:28,Jour,
2642,Normal,Sec,Voie Communale,,1.0,,2022-01-31 03:22:11,Nuit,
2643,Normal,Sec,,30.0,,6.0,2022-01-24 20:58:17,Nuit,
2644,,Sec,Voie Communale,,2.0,5.0,2022-01-21 19:14:57,Nuit,
2645,Normal,Sec,,70.0,2.0,2.0,2022-01-18 12:34:52,,Par le coté
2646,Normal,Sec,Voie Communale,,1.0,1.0,2022-01-29 12:06:46,Jour,Autre
2647,Normal,Sec,,70.0,2.0,2.0,2022-01-18 09:05:10,,Par le coté
2648,Normal,Sec,Route Nationale,90.0,,,2022-01-24 04:31:30,,
2649,Normal,Sec,Route Départementale,70.0,,2.0,2022-01-01 09:55:38,,Autre
2650,Normal,,,70.0,2.0,4.0,2022-01-17 22:30:51,Nuit,Par le coté
2651,Pluie,,,30.0,2.0,3.0,2022-01-04 21:24:35,Nuit,Par le coté
2652,Normal,Sec,Voie Communale,,1.0,4.0,2022-01-17 22:13:25,Nuit,Autre
2653,Normal,,,70.0,2.0,,2022-01-02 10:15:17,,Par le coté
2654,Normal,,Voie Communale,,2.0,,2022-01-18 13:17:06,Jour,Frontale
2655,Normal,Sec,Voie Communale,30.0,,,2022-01-18 07:40:39,Nuit,Par l'arrière
2656,,Sec,,70.0,,1.0,2022-01-21 20:10:23,Nuit,Autre
2657,Normal,,Route Départementale,,2.0,6.0,2022-01-29 16:18:07,Jour,Par le coté
2658,,Sec,,30.0,2.0,,2022-01-10 21:23:38,,
2659,Normal,,Voie Communale,,2.0,7.0,2022-01-20 15:27:15,,
2660,Normal,,Route Départementale,70.0,,6.0,2022-01-18 03:56:19,Nuit,
2661,Normal,Sec,,30.0,,2.0,2022-01-02 05:42:30,,Par l'arrière
2662,,Sec,Route Départementale,70.0,1.0,1.0,2022-01-14 10:29:14,Jour,
2663,Pluie,Mouillé,Route Départementale,70.0,1.0,1.0,2022-01-08 15:53:10,Jour,Autre
2664,Normal,Sec,,130.0,2.0,5.0,2022-01-02 17:44:19,Nuit,Par le coté
2665,Normal,Sec,Route Départementale,,2.0,2.0,2022-01-25 02:30:12,Nuit,Par le coté
2666,,Sec,Autoroute,,2.0,,2022-01-15 02:26:52,Nuit,
2667,Normal,,Route Départementale,,1.0,1.0,2022-01-20 11:16:21,Jour,Autre
2668,Normal,Sec,Route Départementale,,,2.0,2022-01-01 00:36:44,,Autre
2669,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-17 14:56:13,,Frontale
2670,,Sec,Autoroute,130.0,2.0,4.0,2022-01-10 01:48:14,Nuit,
2671,Pluie,Mouillé,Voie Communale,,2.0,2.0,2022-01-07 20:56:40,Nuit,Par le coté
2672,Normal,Sec,Route Départementale,,2.0,4.0,2022-01-30 18:17:38,Nuit,Par le coté
2673,Normal,Sec,Voie Communale,30.0,,,2022-01-31 01:16:34,,Autre
2674,Normal,,,90.0,2.0,3.0,2022-01-11 14:36:22,Jour,Par le coté
2675,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-28 14:23:12,,Frontale
2676,,Sec,Route Départementale,70.0,2.0,3.0,2022-01-05 18:42:55,Nuit,
2677,Normal,Sec,Route Départementale,,1.0,,2022-01-23 16:44:53,Jour,
2678,Normal,Sec,Voie Communale,,3.0,,2022-01-18 14:35:27,Jour,Autre
2679,Pluie,Mouillé,Voie Communale,30.0,1.0,3.0,2022-01-04 07:05:08,,Autre
2680,,Sec,Voie Communale,30.0,1.0,1.0,2022-01-14 15:16:57,Jour,
2681,,Mouillé,Autoroute,,2.0,,2022-01-03 07:25:49,Nuit,Par l'arrière
2682,Normal,,,90.0,2.0,2.0,2022-01-23 04:09:13,Nuit,Par le coté
2683,Normal,Sec,Route Nationale,90.0,2.0,6.0,2022-01-10 18:12:57,Nuit,
2684,Normal,,,90.0,,,2022-01-16 21:38:28,Nuit,Autre
2685,,Sec,Voie Communale,30.0,,,2022-01-17 09:18:21,Jour,Par l'arrière
2686,,Mouillé,Route Départementale,70.0,1.0,,2022-01-08 07:30:01,Nuit,Autre
2687,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-15 01:08:08,,Par le coté
2688,,Sec,,70.0,1.0,,2022-01-06 22:21:14,Nuit,Autre
2689,Normal,Sec,Route Départementale,,,3.0,2022-01-06 06:35:42,Nuit,Par le coté
2690,Normal,Sec,Route Départementale,70.0,1.0,2.0,2022-01-12 07:33:37,,Autre
2691,Pluie,,Route Départementale,,2.0,4.0,2022-01-19 21:44:41,,Par le coté
2692,Normal,Sec,Voie Communale,30.0,1.0,1.0,2022-01-24 05:42:36,Nuit,Autre
2693,Normal,Sec,,70.0,2.0,6.0,2022-01-06 02:57:29,Nuit,Par le coté
2694,Normal,Sec,,30.0,2.0,3.0,2022-01-23 10:07:19,,Frontale
2695,Normal,Sec,Route Départementale,70.0,,,2022-01-16 00:07:22,Nuit,Par l'arrière
2696,Pluie,Mouillé,,70.0,,,2022-01-19 01:56:41,,Par le coté
2697,,Sec,,30.0,2.0,2.0,2022-01-27 13:09:41,Jour,Par l'arrière
2698,Normal,Sec,,130.0,1.0,,2022-01-17 07:27:27,Nuit,
2699,Normal,Sec,,30.0,1.0,4.0,2022-01-30 04:31:03,Nuit,
2700,,Sec,Voie Communale,30.0,2.0,3.0,2022-01-30 01:11:03,,
2701,,Sec,Route Départementale,,2.0,2.0,2022-01-28 23:16:27,,Par le coté
2702,,Sec,,30.0,2.0,2.0,2022-01-28 19:28:19,Nuit,Par le coté
2703,Pluie,Mouillé,Voie Communale,30.0,2.0,3.0,2022-01-08 03:40:40,Nuit,Par le coté
2704,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-18 17:51:17,Nuit,Par l'arrière
2705,Normal,,Route Départementale,70.0,1.0,1.0,2022-01-18 14:04:38,Jour,Autre
2706,Normal,Sec,Route Nationale,,,,2022-01-22 07:28:37,Nuit,Par l'arrière
2707,Pluie,,Route Départementale,,1.0,,2022-01-08 05:28:24,Nuit,
2708,Normal,Sec,Route Départementale,,1.0,,2022-01-14 12:04:58,Jour,
2709,,Sec,Route Départementale,,1.0,,2022-01-24 16:59:57,Jour,Autre
2710,Normal,,Voie Communale,,2.0,4.0,2022-01-20 16:59:49,,Par le coté
2711,Normal,,Route Nationale,,2.0,2.0,2022-01-06 17:23:59,Nuit,
2712,Normal,Sec,,90.0,,,2022-01-12 06:19:25,,Par le coté
2713,,Sec,Voie Communale,,,4.0,2022-01-22 05:41:26,Nuit,Autre
2714,,Sec,Voie Communale,,2.0,8.0,2022-01-30 06:34:30,Nuit,
2715,Normal,,,30.0,1.0,,2022-01-21 19:33:22,,Autre
2716,Normal,,Route Départementale,70.0,2.0,,2022-01-29 22:40:44,Nuit,
2717,Pluie,,Autoroute,,,2.0,2022-01-07 06:18:11,Nuit,Par l'arrière
2718,Normal,,Voie Communale,,2.0,,2022-01-14 02:36:43,Nuit,Par le coté
2719,Pluie,,,30.0,1.0,1.0,2022-01-09 19:28:22,,Autre
2720,Normal,Sec,Autoroute,,2.0,4.0,2022-01-21 22:26:58,Nuit,Par le coté
2721,Normal,,,30.0,2.0,6.0,2022-01-12 02:37:58,Nuit,
2722,Normal,Sec,Voie Communale,30.0,1.0,1.0,2022-01-10 04:52:57,Nuit,Autre
2723,,Mouillé,Voie Communale,30.0,2.0,3.0,2022-01-03 08:44:10,Jour,
2724,,Sec,Voie Communale,30.0,2.0,,2022-01-17 23:07:08,Nuit,Par le coté
2725,Normal,,Voie Communale,,2.0,,2022-01-30 20:50:35,Nuit,Par le coté
2726,Normal,Sec,Autoroute,,1.0,2.0,2022-01-28 12:27:07,Jour,Autre
2727,,Sec,Route Nationale,90.0,,3.0,2022-01-26 10:34:42,,Par le coté
2728,Normal,Sec,Route Départementale,,2.0,,2022-01-28 08:35:15,,Frontale
2729,Pluie,Mouillé,Route Départementale,70.0,1.0,,2022-01-07 11:53:06,Jour,Autre
2730,Normal,Sec,,70.0,,,2022-01-05 13:45:46,,
2731,Pluie,Mouillé,Route Départementale,70.0,2.0,3.0,2022-01-19 01:23:02,Nuit,Par le coté
2732,,Sec,Voie Communale,,2.0,4.0,2022-01-11 19:20:48,Nuit,
2733,Normal,Sec,,30.0,3.0,8.0,2022-01-28 12:32:24,,Autre
2734,,Sec,,30.0,2.0,,2022-01-11 09:19:17,Jour,Par le coté
2735,,Sec,,30.0,,,2022-01-05 21:06:57,Nuit,
2736,,Sec,Voie Communale,30.0,1.0,3.0,2022-01-23 13:22:18,,Autre
2737,Normal,Sec,,70.0,2.0,3.0,2022-01-26 00:34:29,Nuit,Par le coté
2738,,Sec,Route Départementale,70.0,2.0,3.0,2022-01-22 19:26:12,Nuit,Par le coté
2739,Pluie,Mouillé,Autoroute,130.0,2.0,,2022-01-04 10:49:21,Jour,Par l'arrière
2740,Normal,Sec,Route Départementale,,2.0,,2022-01-18 15:49:03,,Par le coté
2741,Normal,Sec,Route Départementale,70.0,1.0,,2022-01-30 14:56:41,Jour,Autre
2742,,Mouillé,Autoroute,,2.0,4.0,2022-01-19 22:21:37,Nuit,Par le coté
2743,Normal,Sec,,30.0,2.0,,2022-01-27 23:15:30,Nuit,Frontale
2744,,Sec,Voie Communale,,2.0,,2022-01-11 10:01:20,Jour,Par le coté
2745,,Sec,Voie Communale,,,6.0,2022-01-11 06:29:34,Nuit,Par le coté
2746,,Sec,,70.0,2.0,5.0,2022-01-15 06:50:57,Nuit,Par le coté
2747,Normal,,Voie Communale,30.0,2.0,,2022-01-05 17:10:32,Jour,
2748,,Sec,Route Départementale,70.0,2.0,,2022-01-13 02:38:00,,Par le coté
2749,,Sec,,70.0,,,2022-01-15 21:58:17,Nuit,Autre
2750,,Sec,,30.0,2.0,3.0,2022-01-17 01:41:27,,Frontale
2751,Normal,Sec,Route Départementale,70.0,2.0,4.0,2022-01-11 11:41:43,Jour,Frontale
2752,Pluie,Mouillé,,70.0,2.0,2.0,2022-01-08 01:23:19,,Par l'arrière
2753,,Sec,,130.0,,1.0,2022-01-02 03:24:27,Nuit,
2754,Normal,Sec,,70.0,2.0,4.0,2022-01-27 21:27:59,Nuit,Par le coté
2755,,Sec,Voie Communale,30.0,2.0,,2022-01-31 14:02:18,Jour,
2756,Normal,,Voie Communale,,1.0,,2022-01-12 13:28:33,Jour,Autre
2757,Normal,Sec,,70.0,,1.0,2022-01-01 20:59:23,Nuit,Autre
2758,Normal,,Voie Communale,30.0,2.0,3.0,2022-01-29 03:05:19,Nuit,Par le coté
2759,Pluie,Mouillé,,30.0,2.0,6.0,2022-01-07 20:11:43,Nuit,Par le coté
2760,Pluie,Mouillé,Voie Communale,30.0,2.0,2.0,2022-01-07 02:12:05,Nuit,Par l'arrière
2761,,Sec,Route Départementale,,2.0,2.0,2022-01-29 01:15:10,Nuit,Par le coté
2762,Normal,,Voie Communale,30.0,2.0,3.0,2022-01-22 04:25:23,,Frontale
2763,Normal,Sec,,30.0,,2.0,2022-01-16 16:12:58,,Par le coté
2764,,Mouillé,Voie Communale,,2.0,2.0,2022-01-08 22:56:36,,Par le coté
2765,,Sec,Voie Communale,30.0,2.0,5.0,2022-01-13 11:23:16,Jour,Par le coté
2766,Normal,,Route Départementale,,2.0,,2022-01-22 17:46:27,Nuit,Par l'arrière
2767,,Sec,Voie Communale,,2.0,,2022-01-14 01:57:51,Nuit,Par le coté
2768,Pluie,Mouillé,Route Nationale,90.0,,2.0,2022-01-07 15:30:27,,Par le coté
2769,Normal,,Route Départementale,70.0,2.0,3.0,2022-01-23 14:32:10,Jour,
2770,,Sec,Voie Communale,30.0,2.0,2.0,2022-01-27 12:07:49,Jour,Par le coté
2771,Normal,,Voie Communale,,1.0,4.0,2022-01-12 20:25:34,Nuit,Autre
2772,Normal,Sec,Voie Communale,30.0,2.0,3.0,2022-01-24 10:45:21,,Par l'arrière
2773,Pluie,Mouillé,,130.0,,1.0,2022-01-19 10:57:10,Jour,Autre
2774,Pluie,Mouillé,Voie Communale,,2.0,3.0,2022-01-03 03:28:23,Nuit,Par l'arrière
2775,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-26 12:37:03,Jour,Par le coté
2776,Pluie,Mouillé,,70.0,2.0,,2022-01-09 03:36:02,Nuit,
2777,,Sec,Route Départementale,70.0,2.0,3.0,2022-01-13 01:24:29,Nuit,Par l'arrière
2778,,Sec,Autoroute,130.0,,2.0,2022-01-22 13:41:25,,
2779,Pluie,,,130.0,1.0,,2022-01-03 14:45:50,Jour,
2780,Normal,Sec,Voie Communale,30.0,,4.0,2022-01-25 05:22:58,Nuit,Par l'arrière
2781,,Mouillé,Route Départementale,70.0,2.0,,2022-01-09 09:43:26,,Frontale
2782,Normal,,Voie Communale,30.0,,3.0,2022-01-24 21:29:11,Nuit,
2783,Normal,Sec,Route Départementale,,1.0,2.0,2022-01-15 20:50:03,Nuit,Autre
2784,Normal,,Route Départementale,70.0,,2.0,2022-01-06 17:13:28,Jour,Autre
2785,,Sec,Route Départementale,,1.0,,2022-01-25 15:00:22,,
2786,,Sec,Voie Communale,,,2.0,2022-01-30 10:23:11,Jour,Par le coté
2787,Normal,,Route Départementale,70.0,1.0,1.0,2022-01-02 00:35:59,Nuit,
2788,Normal,Sec,Route Départementale,,,2.0,2022-01-24 05:27:54,,Par le coté
2789,,Sec,,30.0,2.0,2.0,2022-01-17 19:48:14,Nuit,Par le coté
2790,,Sec,,70.0,1.0,4.0,2022-01-22 02:49:14,Nuit,Autre
2791,Normal,Sec,Autoroute,130.0,,6.0,2022-01-15 10:55:00,Jour,Frontale
2792,,Sec,,70.0,2.0,4.0,2022-01-14 22:25:49,Nuit,
2793,Normal,,Route Départementale,,2.0,2.0,2022-01-25 10:52:39,Jour,Par le coté
2794,,Sec,,70.0,,2.0,2022-01-15 14:01:51,Jour,Par le coté
2795,Normal,,,30.0,2.0,5.0,2022-01-15 03:38:12,Nuit,Par le coté
2796,,Sec,Route Départementale,,,1.0,2022-01-29 14:17:11,Jour,Autre
2797,Normal,Sec,,30.0,,,2022-01-30 22:08:46,Nuit,Autre
2798,Pluie,Mouillé,Route Départementale,,1.0,1.0,2022-01-03 13:45:42,,Autre
2799,Normal,,,70.0,2.0,2.0,2022-01-01 04:50:23,Nuit,Par le coté
2800,,Sec,Voie Communale,,,1.0,2022-01-28 15:18:15,Jour,Autre
2801,Normal,,Voie Communale,30.0,2.0,5.0,2022-01-16 05:39:27,Nuit,Par le coté
2802,Normal,,,30.0,2.0,2.0,2022-01-24 11:36:13,Jour,Frontale
2803,,Mouillé,Voie Communale,,2.0,3.0,2022-01-04 03:42:04,Nuit,
2804,Normal,,Route Départementale,70.0,2.0,2.0,2022-01-16 16:21:55,Jour,Frontale
2805,,Mouillé,Voie Communale,,2.0,5.0,2022-01-03 06:28:58,Nuit,
2806,Normal,Sec,,130.0,1.0,1.0,2022-01-24 02:42:59,Nuit,Autre
2807,,Sec,Route Départementale,,2.0,2.0,2022-01-06 12:39:13,,Par le coté
2808,Normal,,Route Départementale,70.0,1.0,1.0,2022-01-13 15:06:39,Jour,Autre
2809,Normal,Sec,Route Départementale,,,3.0,2022-01-16 15:32:18,,
2810,,Mouillé,Voie Communale,,2.0,5.0,2022-01-04 05:20:03,Nuit,
2811,Normal,Sec,Voie Communale,,,1.0,2022-01-26 07:20:47,Nuit,
2812,Normal,Sec,,70.0,3.0,7.0,2022-01-06 20:24:05,,Autre
2813,Normal,Sec,Voie Communale,30.0,2.0,5.0,2022-01-17 21:30:17,,
2814,Normal,Sec,Autoroute,130.0,1.0,1.0,2022-01-28 03:57:04,Nuit,
2815,Normal,Sec,Route Départementale,70.0,2.0,6.0,2022-01-30 21:42:52,Nuit,
2816,Normal,,Route Nationale,,3.0,3.0,2022-01-30 12:03:44,Jour,Autre
2817,Pluie,Mouillé,Route Départementale,70.0,2.0,5.0,2022-01-03 16:38:45,Jour,Par le coté
2818,Normal,Sec,Route Départementale,,2.0,4.0,2022-01-21 17:07:35,,
2819,Normal,Sec,Voie Communale,,,7.0,2022-01-21 09:22:24,Jour,Par l'arrière
2820,Normal,Sec,Voie Communale,30.0,2.0,,2022-01-11 04:32:14,,Par l'arrière
2821,Normal,Sec,Route Nationale,90.0,4.0,8.0,2022-01-16 05:51:44,,
2822,Normal,Sec,Voie Communale,,2.0,,2022-01-27 23:08:40,Nuit,Par le coté
2823,,Sec,,30.0,1.0,1.0,2022-01-29 05:16:09,Nuit,
2824,,Sec,,70.0,1.0,1.0,2022-01-22 13:26:45,Jour,Autre
2825,,Sec,Voie Communale,30.0,,3.0,2022-01-12 04:42:15,Nuit,Frontale
2826,,Sec,Voie Communale,30.0,,2.0,2022-01-01 12:01:10,,Par le coté
2827,Normal,Sec,Voie Communale,,2.0,3.0,2022-01-21 10:16:20,,Par le coté
2828,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-29 18:40:53,,Par l'arrière
2829,Normal,,Route Départementale,,2.0,2.0,2022-01-30 13:15:06,,
2830,Normal,,Voie Communale,30.0,2.0,,2022-01-16 09:17:57,Jour,Par le coté
2831,Normal,Sec,Route Départementale,70.0,2.0,4.0,2022-01-12 16:49:02,Jour,Par le coté
2832,,Mouillé,Route Départementale,70.0,2.0,,2022-01-07 00:37:16,Nuit,Par le coté
2833,,Mouillé,Voie Communale,30.0,2.0,,2022-01-09 06:12:46,Nuit,Par le coté
2834,,Sec,Voie Communale,,2.0,,2022-01-24 16:29:18,,
2835,Pluie,Mouillé,,30.0,,2.0,2022-01-19 10:27:15,,Par le coté
2836,Normal,Sec,,70.0,2.0,2.0,2022-01-06 12:11:29,Jour,Par le coté
2837,Normal,,,30.0,1.0,1.0,2022-01-18 12:39:57,,
2838,Normal,Sec,,70.0,,1.0,2022-01-12 04:39:11,Nuit,Autre
2839,Normal,,,30.0,,,2022-01-13 23:17:34,Nuit,Par le coté
2840,,Sec,Autoroute,130.0,,7.0,2022-01-25 21:09:55,Nuit,Autre
2841,,Sec,Autoroute,,2.0,3.0,2022-01-31 22:10:42,Nuit,Par le coté
2842,Pluie,,Voie Communale,30.0,2.0,2.0,2022-01-07 16:57:45,,Frontale
2843,Pluie,,Voie Communale,30.0,2.0,2.0,2022-01-03 09:54:42,,Par le coté
2844,,Sec,Route Départementale,70.0,1.0,2.0,2022-01-16 16:37:57,,Autre
2845,Normal,Sec,Voie Communale,30.0,2.0,2.0,2022-01-22 21:08:31,Nuit,Frontale
2846,,Mouillé,Route Départementale,,2.0,9.0,2022-01-08 10:09:39,,
2847,Pluie,,Route Départementale,70.0,2.0,5.0,2022-01-03 20:33:32,Nuit,Frontale
2848,Pluie,,Route Départementale,70.0,3.0,7.0,2022-01-09 17:47:53,Nuit,Autre
2849,Normal,,Autoroute,,,5.0,2022-01-27 07:19:12,Nuit,Par le coté
2850,,Sec,Route Départementale,70.0,2.0,2.0,2022-01-31 06:50:06,,
2851,Normal,Sec,Route Départementale,,2.0,2.0,2022-01-27 13:21:00,Jour,Frontale
2852,Normal,,Voie Communale,30.0,2.0,,2022-01-29 17:57:20,,
2853,,Mouillé,Autoroute,,2.0,4.0,2022-01-09 05:50:38,Nuit,Par le coté
2854,,Sec,Voie Communale,,2.0,2.0,2022-01-12 21:53:18,,Par le coté
2855,,Mouillé,Voie Communale,,2.0,3.0,2022-01-04 00:55:33,Nuit,
2856,Normal,,,30.0,,3.0,2022-01-29 03:55:57,Nuit,Frontale
2857,,Sec,Route Départementale,,,1.0,2022-01-30 07:52:11,Nuit,Autre
2858,,Sec,Voie Communale,,1.0,,2022-01-13 13:09:56,Jour,Autre
2859,Normal,,Autoroute,,,,2022-01-14 00:10:06,,
2860,Normal,Sec,,130.0,1.0,1.0,2022-01-22 02:24:28,Nuit,Autre
2861,Normal,Sec,Voie Communale,30.0,,2.0,2022-01-29 07:35:16,,Par le coté
2862,,Sec,Route Départementale,,2.0,4.0,2022-01-30 02:53:31,Nuit,
2863,,Sec,Route Départementale,70.0,2.0,7.0,2022-01-26 22:41:11,Nuit,
2864,Normal,,Route Départementale,70.0,1.0,2.0,2022-01-27 03:35:41,Nuit,Autre
2865,,Sec,Autoroute,130.0,2.0,,2022-01-27 15:04:37,Jour,Par l'arrière
2866,,Sec,Voie Communale,30.0,1.0,,2022-01-31 21:36:50,Nuit,
2867,Normal,Sec,Route Nationale,90.0,,,2022-01-01 23:59:54,Nuit,
2868,Normal,Sec,Route Nationale,,2.0,,2022-01-26 03:43:28,,Par le coté
2869,Pluie,Mouillé,Route Départementale,70.0,2.0,,2022-01-09 14:52:41,,Par le coté
2870,Normal,Sec,,30.0,2.0,2.0,2022-01-25 13:20:33,Jour,
2871,Normal,,,30.0,2.0,,2022-01-06 19:31:58,Nuit,
2872,Normal,Sec,Voie Communale,30.0,1.0,3.0,2022-01-15 12:35:04,Jour,Autre
2873,Normal,Sec,Voie Communale,30.0,,5.0,2022-01-06 19:13:13,Nuit,
2874,,Sec,Voie Communale,,1.0,1.0,2022-01-18 04:05:22,Nuit,Autre
2875,Normal,Sec,Route Départementale,,,,2022-01-01 22:43:57,,Autre
2876,,Sec,,70.0,1.0,1.0,2022-01-23 08:21:50,Nuit,
2877,Normal,,Voie Communale,30.0,,,2022-01-05 17:52:30,Nuit,Par le coté
2878,Normal,Sec,,30.0,,1.0,2022-01-22 05:31:58,Nuit,
2879,Normal,Sec,,30.0,,1.0,2022-01-14 00:42:33,Nuit,Autre
2880,Normal,,Route Nationale,,1.0,4.0,2022-01-28 20:28:35,Nuit,Autre
2881,Normal,Sec,Autoroute,,,,2022-01-11 16:44:25,,Autre
2882,Normal,,Route Départementale,,2.0,,2022-01-15 21:13:26,Nuit,
2883,,Sec,Voie Communale,30.0,1.0,3.0,2022-01-24 13:16:20,,Autre
2884,,Sec,Route Départementale,70.0,,1.0,2022-01-27 23:35:31,Nuit,Autre
2885,,Sec,Route Départementale,,2.0,7.0,2022-01-06 14:11:32,Jour,Par le coté
2886,Normal,Sec,Route Nationale,90.0,2.0,2.0,2022-01-05 14:45:37,,Par le coté
2887,Normal,,Voie Communale,,,2.0,2022-01-25 10:06:34,,Par le coté
2888,Pluie,,,70.0,,1.0,2022-01-09 18:40:13,Nuit,Autre
2889,Pluie,Mouillé,,30.0,2.0,3.0,2022-01-07 14:06:37,Jour,Par le coté
2890,Normal,,Route Départementale,,1.0,1.0,2022-01-15 06:34:07,,Autre
2891,Normal,,Autoroute,,2.0,,2022-01-13 18:46:42,,
2892,Normal,Sec,Route Nationale,90.0,1.0,1.0,2022-01-14 05:07:36,Nuit,Autre
2893,,Sec,,70.0,2.0,3.0,2022-01-27 02:59:07,Nuit,Par le coté
2894,Normal,Sec,Voie Communale,30.0,2.0,7.0,2022-01-13 08:10:55,Nuit,Par le coté
2895,,Sec,Voie Communale,,,4.0,2022-01-20 18:17:32,Nuit,Par le coté
2896,,Sec,,30.0,2.0,5.0,2022-01-29 04:53:12,Nuit,Par le coté
2897,Normal,Sec,Voie Communale,30.0,3.0,6.0,2022-01-24 14:59:55,,Autre
2898,,Sec,Route Départementale,,,1.0,2022-01-27 04:03:53,,Autre
2899,Normal,Sec,,70.0,1.0,,2022-01-20 14:39:44,,
2900,Normal,Sec,Voie Communale,30.0,2.0,,2022-01-15 02:12:16,Nuit,Par le coté
2901,Normal,Sec,Voie Communale,30.0,1.0,4.0,2022-01-23 11:52:33,,Autre
2902,Normal,Sec,Route Départementale,70.0,2.0,,2022-01-16 15:23:57,Jour,Frontale
2903,Normal,Sec,Route Départementale,,,,2022-01-31 05:37:00,,Par le coté
2904,Normal,,Route Nationale,90.0,,4.0,2022-01-28 01:09:11,Nuit,Autre
2905,,Mouillé,Voie Communale,,1.0,1.0,2022-01-07 02:11:03,Nuit,Autre
2906,Normal,,,30.0,2.0,2.0,2022-01-13 23:13:16,Nuit,Par le coté
2907,,Sec,Autoroute,,2.0,,2022-01-25 12:13:20,,
2908,Normal,,Route Départementale,,1.0,1.0,2022-01-16 00:52:44,Nuit,Autre
2909,Normal,,,30.0,2.0,,2022-01-12 06:20:04,Nuit,Par le coté
2910,Normal,Sec,Route Départementale,70.0,2.0,5.0,2022-01-18 11:31:00,Jour,
2911,Pluie,,Voie Communale,30.0,1.0,2.0,2022-01-19 09:58:02,,
2912,,Sec,Voie Communale,30.0,2.0,2.0,2022-01-01 20:59:38,Nuit,
2913,,Sec,Route Départementale,70.0,2.0,,2022-01-28 12:13:33,,
2914,Normal,,Voie Communale,,2.0,2.0,2022-01-06 05:05:51,Nuit,Par le coté
2915,Pluie,Mouillé,Route Départementale,,3.0,7.0,2022-01-09 01:57:17,Nuit,Autre
